Textbox135,Textbox137,Textbox139,Textbox141,Textbox143,Textbox145,Textbox147,Textbox283,Textbox467,Textbox459,Textbox465,S_EIT_EFFV,Textbox461,Textbox285,Textbox457,Textbox455,Textbox453,Textbox451,Textbox421,Textbox437,Textbox435,Textbox433,Textbox431,Textbox423,Textbox429,Textbox425,Textbox469,Textbox471,Textbox475,Textbox477,Textbox473,Textbox427,Textbox489,Textbox493,Textbox529,Textbox531,Textbox533,Textbox541,Textbox539,Textbox537,Textbox535,Textbox527,Textbox525,Textbox523,Textbox519,Textbox521,Textbox517,Textbox515,Textbox513,Textbox511,Textbox509,Textbox507,Textbox505,Textbox503,Textbox501,Textbox499,Textbox497,Textbox495,Textbox491,Textbox218,Textbox220,Textbox224,Textbox222,Textbox228,Textbox226,Textbox230,Textbox232
2017,CLEARFIELD,170035,BECCARIA TWP,173003,GLENDALE S D,1,,0.5,,0.5,,0,1,0,0,5,,5,07/01/2008,10,0,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,170403,CLEARFIELD TAX COLLECTION DISTRICT
2017,BERKS,060153,BECHTELSVILLE BORO,060753,BOYERTOWN AREA S D,1,01/01/2012,0.5,,0.5,,0,1,0,0,47,01/01/2013,5,,52,12000,0,Berks Earned Income Tax Bureau,1125 Berkshire Blvd,Suite 115,,Wyomissing,PA,19610,,(610) 372-8439,,(855) 372-8439,(610) 372-1102,beitb@berkseit.com,http://berkseit.com,Berks Earned Income Tax Bureau,1125 Berkshire Blvd,Suite 115,,Wyomissing,PA,19610,,(610) 372-8439,,(855) 372-8439,(610) 372-1102,beitb@berkseit.com,http://berkseit.com,Berks Earned Income Tax Bureau,1125 Berkshire Blvd,Suite 115,,Wyomissing,PA,19610,,(610) 372-8439,,(855) 372-8439,(610) 372-1102,beitb@berkseit.com,http://berkseit.com,060202,BERKS TAX COLLECTION DISTRICT
2017,BEDFORD,050033,BEDFORD BORO,051003,BEDFORD AREA S D,1,,0.5,,1,07/01/2016,0,1.5,0,0,47,01/01/2008,5,01/01/2008,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,050101,BEDFORD TAX COLLECTION DISTRICT
2017,BEDFORD,050065,BEDFORD TWP,051003,BEDFORD AREA S D,1,,0.5,,1,07/01/2016,0,1.5,0,0,42,01/01/2008,10,01/01/2008,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,050102,BEDFORD TAX COLLECTION DISTRICT
2017,BUCKS,090035,BEDMINSTER TWP,098103,PENNRIDGE S D,1,07/01/1966,0.75,01/01/2016,1,07/01/2016,0,1.75,0,0,0,,5,07/01/2008,5,0,12000,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,Berkheimer-Bangor,50 N 7th St,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-8206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com/,091101,BUCKS TAX COLLECTION DISTRICT
2017,CLINTON,180123,BEECH CREEK BORO,183602,KEYSTONE CENTRAL S D,0.5,01/01/2012,0.5,,1,07/01/2016,0,1.5,0,0,5,,5,01/01/2010,10,0,0,Keystone Central School District Tax Office,86 Administration Drive,Suite 2,,Mill Hall,PA,17751,,(570) 893-4913,,,(570) 893-4635,hguerriero@kcsd.us,www.kcsd.k12.pa.us,Keystone Central School District Tax Office,86 Administration Drive,Suite 2,,Mill Hall,PA,17751,,(570) 893-4913,,,(570) 893-4635,,https://www.kcsd.k12.pa.us/administration/tax-office,Keystone Central School District Tax Office,86 Administration Drive,Suite 2,,Mill Hall,PA,17751,,(570) 893-4913,,,(570) 893-4635,hguerriero@kcsd.us,www.kcsd.k12.pa.us,180105,CLINTON TAX COLLECTION DISTRICT
2017,CLINTON,180155,BEECH CREEK TWP,183602,KEYSTONE CENTRAL S D,0.5,01/01/2012,0.5,,1,07/01/2016,0,1.5,0,0,5,,5,01/01/2010,10,0,0,Keystone Central School District Tax Office,86 Administration Drive,Suite 2,,Mill Hall,PA,17751,,(570) 893-4913,,,(570) 893-4635,hguerriero@kcsd.us,www.kcsd.k12.pa.us,Keystone Central Tax Office,86 Administration Drive Suite 2,,,Mill Hall,PA,17751,,(570) 893-4913,,,(570) 893-4635,,,Keystone Central School District Tax Office,86 Administration Drive,Suite 2,,Mill Hall,PA,17751,,(570) 893-4913,,,(570) 893-4635,hguerriero@kcsd.us,www.kcsd.k12.pa.us,180106,CLINTON TAX COLLECTION DISTRICT
2017,FULTON,290065,BELFAST TWP,297504,SOUTHERN FULTON S D,0,,0.5,,0.5,,0,1,0,0,0,,0,,0,0,0,Capital Tax Collection Bureau,506 State Rd,,,Marysville,PA,17053,,(717) 957-7281,,,(717) 957-7295,captax@captax.com,www.captax.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290301,FULTON TAX COLLECTION DISTRICT
2017,ALLEGHENY,020183,BELL ACRES BORO,027753,QUAKER VALLEY S D,0.5,01/01/1967,0.5,,0.5,,0,1,0,0,0,,0,,0,0,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711102,ALLEGHENY NORTH TAX COLLECTION DISTRICT
2017,WESTMORELAND,650185,BELL TWP,654403,KISKI AREA S D,0,,0.5,,0.5,,0,1,0,0,52,01/01/2015,0,,52,12000,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,650904,WESTMORELAND TAX COLLECTION DISTRICT
2017,JEFFERSON,330095,BELL TWP,338003,PUNXSUTAWNEY AREA S D,1,,0.5,,0.5,,0,1,0,0,0,,0,,0,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330304,JEFFERSON TAX COLLECTION DISTRICT
2017,CLEARFIELD,170065,BELL TWP,327303,PURCHASE LINE S D,0.5,08/01/1974,0.5,,0.7,07/01/2016,0,1.2,0,0,0,,10,,10,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,Donna Little,33 Wilderness Lane,,,Mahaffey,PA,15757,,(814) 277-6471,,,,,,320601,INDIANA TAX COLLECTION DISTRICT
2017,FAYETTE,260033,BELLE VERNON BORO,650603,BELLE VERNON AREA S D,1,,0.5,,0.5,,0,1,0,0,5,,5,01/01/2008,10,0,12000,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3137,,,,,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,650101,WESTMORELAND TAX COLLECTION DISTRICT
2017,CENTRE,140033,BELLEFONTE BORO,141103,BELLEFONTE AREA S D,1,01/01/2012,0.6,01/01/2003,1.05,07/01/2016,0,1.65,0,0,47,01/01/2008,5,07/01/2008,52,12000,12000,Centre Tax Agency,243 South Allen Street,PO Box 437,,State College,PA,16804,,(814) 234-7120,,,,,http://www.statecollegepa.us,Centre Tax Agency,243 South Allen Street,PO Box 437,,State College,PA,16804,,(814) 234-7120,,,,,http://www.statecollegepa.us,Centre Tax Agency,243 South Allen Street,,,State College,PA,16801,3899,(814) 234-7120,,,(814) 231-7148,,http://www.statecollegepa.us,140201,CENTRE TAX COLLECTION DISTRICT
2017,ALLEGHENY,020213,BELLEVUE BORO,026873,NORTHGATE S D,0,,1,,0.5,,0,1.5,0,0,47,01/01/2006,5,,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,710902,ALLEGHENY NORTH TAX COLLECTION DISTRICT
2017,BLAIR,070123,BELLWOOD BORO,071003,BELLWOOD-ANTIS S D,1,01/01/2012,0.5,,0.5,07/01/2008,0,1,0,0,5,01/01/2008,5,07/01/2008,10,0,1000,Blair County Tax Bureau,PO Box 307,Suite 103,,Duncansville,PA,16635,307,(814) 317-5335,,,(814) 317-5255,,www.blairtax.org,Blair County Tax Bureau,PO Box 307,Suite 103,,Duncansville,PA,16635,307,(814) 317-5335,,,(814) 317-5255,,www.blairtax.org,Blair County Tax Bureau,PO Box 307,Suite 103,,Duncansville,PA,16635,307,(814) 317-5335,,,(814) 317-5255,,www.blairtax.org,070202,BLAIR TAX COLLECTION DISTRICT
2017,ALLEGHENY,020243,BEN AVON BORO,020753,AVONWORTH S D,0,,0.5,,0.5,,0,1,0,0,5,,5,01/01/2008,10,0,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,710201,ALLEGHENY NORTH TAX COLLECTION DISTRICT
2017,ALLEGHENY,020273,BEN AVON HEIGHTS BORO,020753,AVONWORTH S D,0,,0.5,,0.5,,0,1,0,0,0,,10,01/01/2008,10,0,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,710202,ALLEGHENY NORTH TAX COLLECTION DISTRICT
2017,ADAMS,010093,BENDERSVILLE BORO,018523,UPPER ADAMS S D,1,01/01/2012,0.5,,1.1,07/01/2016,0,1.6,0,0,0,,10,07/01/2010,10,0,0,York Adams Tax Bureau,1405 North Duke Street,PO Box 15627,,York,PA,17405,,(717) 845-1584,,,(717) 854-6376,,www.yatb.com,,,,,,,,,,,,,,,York Adams Tax Bureau-Gettysburg Office,900 Biglerville Rd,PO Box 4374,,Gettysburg,PA,17325,4374,(717) 334-4000,,,(717) 337-2565,info@yatb.com,http://www.yatb.com,010602,ADAMS TAX COLLECTION DISTRICT
2017,ELK,240035,BENEZETTE TWP,248003,ST MARYS AREA S D,1,01/01/2012,0.5,,0.5,,0,1,0,0,5,,5,,10,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,240301,ELK TAX COLLECTION DISTRICT
2017,CENTRE,140065,BENNER TWP,141103,BELLEFONTE AREA S D,0.5,,0.5,,1.05,07/01/2016,0,1.55,0,0,47,01/01/2009,5,07/01/2008,52,12000,12000,Centre Tax Agency,243 South Allen Street,PO Box 437,,State College,PA,16804,,(814) 234-7120,,,,,http://www.statecollegepa.us,Centre Tax Agency,PO Box 437,,,State College,PA,16804,0437,(814) 234-7120,,,(814) 234-7148,centretaxagency@statecollegepa.us,http://www.statecollegepa.us,Centre Tax Agency,243 South Allen Street,,,State College,PA,16801,3899,(814) 234-7120,,,(814) 231-7148,,http://www.statecollegepa.us,140202,CENTRE TAX COLLECTION DISTRICT
2017,CENTRE,140065,BENNER TWP,148002,STATE COLLEGE AREA S D,0.5,,0.5,,0.95,01/01/2016,0,1.45,0,0,47,01/01/2009,5,01/01/2008,52,12000,0,Centre Tax Agency,243 South Allen Street,PO Box 437,,State College,PA,16804,,(814) 234-7120,,,,,http://www.statecollegepa.us,Centre Tax Agency,PO Box 437,,,State College,PA,16804,0437,(814) 234-7120,,,(814) 234-7148,centretaxagency@statecollegepa.us,http://www.statecollegepa.us,STATE COLLEGE BOROUGH TAX OFFICE,MUNICIPAL BUILDING,243 SOUTH ALLEN STREET,,STATE COLLEGE,PA,16801,,(814) 234-7120,,,(814) 234-7148,tax@statecollegepa.us,http://statecollegepa.us,140401,CENTRE TAX COLLECTION DISTRICT
2017,BUCKS,090065,BENSALEM TWP,091002,BENSALEM TOWNSHIP S D,1,01/01/2016,1,01/01/2016,0,,0,1,8000,0,47,01/01/2008,5,,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,e-Collect+,804 Fayette Street,,,Conshohocken,PA,19428,,(866) 225-0033,700,,,,,e-Collect+,804 Fayette Street,,,Conshohocken,PA,19428,,(866) 225-0033,700,,,,,090101,BUCKS TAX COLLECTION DISTRICT
2017,SOMERSET,560123,BENSON BORO,561803,CONEMAUGH TWP AREA S D,0,,0.5,,0.5,,0,1,0,0,5,01/01/2008,5,01/01/2011,10,0,0,Capital Tax Collection Bureau,506 State Rd,,,Marysville,PA,17053,,(717) 957-7281,,,(717) 957-7295,captax@captax.com,www.captax.com,Capital Tax Collection Bureau,506 State Rd,,,Marysville,PA,17053,,(717) 957-7281,,,(717) 957-7295,captax@captax.com,www.captax.com,Capital Tax Collection Bureau,506 State Rd,,,Marysville,PA,17053,,(717) 957-7281,,,(717) 957-7295,captax@captax.com,www.captax.com,560201,SOMERSET TAX COLLECTION DISTRICT
2017,WASHINGTON,630123,BENTLEYVILLE BORO,630903,BENTWORTH S D,0.5,03/06/1967,0.5,,0.5,,0,1,0,0,47,01/01/2015,5,12/10/2007,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,630201,WASHINGTON TAX COLLECTION DISTRICT
2017,COLUMBIA,190063,BENTON BORO,191004,BENTON AREA S D,1,02/01/1965,0.5,,1.1,07/01/2016,0,1.6,0,0,52,01/01/2012,0,,52,12000,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,190101,COLUMBIA TAX COLLECTION DISTRICT
2017,COLUMBIA,190095,BENTON TWP,191004,BENTON AREA S D,1,04/15/1965,0.5,,1.1,07/01/2016,0,1.6,0,0,0,,0,,0,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190102,COLUMBIA TAX COLLECTION DISTRICT
2017,LACKAWANNA,350095,BENTON TWP,665003,LACKAWANNA TRAIL S D,0,,0.5,,0.5,,0,1,0,0,0,,0,,0,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660101,WYOMING TAX COLLECTION DISTRICT
2017,SOMERSET,560153,BERLIN BORO,561003,BERLIN BROTHERSVALLEY SD,0.5,01/01/2012,0.5,07/01/1971,0.5,07/01/2007,0,1,0,5000,0,,0,,0,0,0,Capital Tax Collection Bureau,506 State Rd,,,Marysville,PA,17053,,(717) 957-7281,,,(717) 957-7295,captax@captax.com,www.captax.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560102,SOMERSET TAX COLLECTION DISTRICT
2017,WAYNE,640035,BERLIN TWP,648703,WAYNE HIGHLANDS S D,0,,0,,0,,0,0,0,0,0,,0,,0,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640101,WAYNE TAX COLLECTION DISTRICT
2017,BERKS,060185,BERN TWP,067503,SCHUYLKILL VALLEY S D,1,,0.5,,0.5,,0,1,0,0,52,12/05/2006,0,,52,12000,0,Berks Earned Income Tax Bureau,1125 Berkshire Blvd,Suite 115,,Wyomissing,PA,19610,,(610) 372-8439,,(855) 372-8439,(610) 372-1102,beitb@berkseit.com,http://berkseit.com,Berks County EIT Bureau,1125 Berkshire Blvd,Suite 115,,Wyomissing,PA,19610,,(610) 372-8439,,(855) 372-8439,(610) 372-1102,Berkseit@1usa.com,http://www.berkseit.com,,,,,,,,,,,,,,,061401,BERKS TAX COLLECTION DISTRICT
2017,BERKS,060213,BERNVILLE BORO,068003,TULPEHOCKEN AREA S D,1,,0.5,,0.5,07/01/2016,0,1,0,0,52,01/01/2008,0,,52,12000,0,Berks Earned Income Tax Bureau,1125 Berkshire Blvd,Suite 115,,Wyomissing,PA,19610,,(610) 372-8439,,(855) 372-8439,(610) 372-1102,beitb@berkseit.com,http://berkseit.com,Berks County EIT Bureau,1125 Berkshire Blvd,Suite 115,,Wyomissing,PA,19610,,(610) 372-8439,,(855) 372-8439,(610) 372-1102,Berkseit@1usa.com,http://www.berkseit.com,,,,,,,,,,,,,,,061501,BERKS TAX COLLECTION DISTRICT
2017,DAUPHIN,220033,BERRYSBURG BORO,229003,UPPER DAUPHIN AREA S D,0.5,,0.5,,0.5,,0,1,0,0,0,,0,,0,0,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221001,DAUPHIN TAX COLLECTION DISTRICT
2017,COLUMBIA,190123,BERWICK BORO,191103,BERWICK AREA S D,1,,0.5,,0.5,,0,1,0,0,47,01/01/2006,5,01/01/2009,52,12000,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,190201,COLUMBIA TAX COLLECTION DISTRICT
2017,ADAMS,010125,BERWICK TWP,011603,CONEWAGO VALLEY S D,1,01/01/2012,0.5,,1,07/01/2016,0,1.5,0,0,5,,5,01/01/2008,10,0,0,York Adams Tax Bureau,1405 North Duke Street,PO Box 15627,,York,PA,17405,,(717) 845-1584,,,(717) 854-6376,,www.yatb.com,York Adams Tax Bureau,1405 North Duke Street,PO Box 15627,,York,PA,17405,,(717) 845-1584,,,(717) 854-6376,,www.yatb.com,York Adams Tax Bureau,1405 North Duke Street,PO Box 15627,,York,PA,17405,,(717) 845-1584,,,(717) 854-6376,,www.yatb.com,010202,ADAMS TAX COLLECTION DISTRICT
2017,LAWRENCE,370033,BESSEMER BORO,375003,MOHAWK AREA S D,1,,0.5,,0.5,,0,1,0,0,52,01/01/2008,0,,52,12000,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,370301,LAWRENCE TAX COLLECTION DISTRICT
2017,WAYNE,640063,BETHANY BORO,648703,WAYNE HIGHLANDS S D,0,,0,,0,,0,0,0,0,0,,0,,0,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640102,WAYNE TAX COLLECTION DISTRICT
2017,ALLEGHENY,020303,BETHEL PARK BORO,021252,BETHEL PARK S D,0,,0.9,01/01/2009,0.5,,0,1.4,0,0,52,01/01/2009,0,,52,12000,0,Jordan Tax Service,102 Rahway Road,,,McMurray,PA,15317,,(412) 835-5243,,,(412) 835-5244,,www.jordantax.com,Jordan Tax Service,102 Rahway Road,,,McMurray,PA,15317,,(412) 835-5243,,,(412) 835-5244,,www.jordantax.com,,,,,,,,,,,,,,,730201,ALLEGHENY SOUTHWEST TAX COLLECTION DISTRICT
2017,ARMSTRONG,030125,BETHEL TWP,030852,ARMSTRONG S D,1,,0.5,,0.5,,0,1,0,0,10,01/01/2010,0,,10,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,030203,ARMSTRONG TAX COLLECTION DISTRICT
2017,DELAWARE,230095,BETHEL TWP,234103,GARNET VALLEY S D,0,,0,,0,,0,0,0,0,0,,0,,0,0,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230301,DELAWARE TAX COLLECTION DISTRICT
2017,LEBANON,380065,BETHEL TWP,385003,NORTHERN LEBANON S D,0,,0.5,,0.5,,0,1,0,0,10,11/21/1990,0,,10,2000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,ANNEMARIE BOLTZ,2637 SOUTH PINE GROVE STREET,,,LEBANON,PA,17046,,(717) 865-9663,,,,betheltax@comcast.net,http://www.betheltwpleb.org,,,,,,,,,,,,,,,380501,LEBANON TAX COLLECTION DISTRICT
2017,FULTON,290095,BETHEL TWP,297504,SOUTHERN FULTON S D,0,,0.5,,0.5,,0,1,0,0,0,,0,,0,0,0,Capital Tax Collection Bureau,506 State Rd,,,Marysville,PA,17053,,(717) 957-7281,,,(717) 957-7295,captax@captax.com,www.captax.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290302,FULTON TAX COLLECTION DISTRICT
2017,BERKS,060245,BETHEL TWP,068003,TULPEHOCKEN AREA S D,1,,0.5,,0.5,07/01/2016,0,1,0,0,0,,0,,0,0,0,Berks Earned Income Tax Bureau,1125 Berkshire Blvd,Suite 115,,Wyomissing,PA,19610,,(610) 372-8439,,(855) 372-8439,(610) 372-1102,beitb@berkseit.com,http://berkseit.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,061502,BERKS TAX COLLECTION DISTRICT
2017,LEHIGH,390072,BETHLEHEM CITY,481002,BETHLEHEM AREA S D,1,,0.5,,0.5,,0,1,0,0,47,01/01/2008,5,,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,480202,NORTHAMPTON TAX COLLECTION DISTRICT
2017,NORTHAMPTON,480122,BETHLEHEM CITY,481002,BETHLEHEM AREA S D,1,,0.5,,0.5,,0,1,0,0,47,01/01/2008,5,,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,480202,NORTHAMPTON TAX COLLECTION DISTRICT
2017,NORTHAMPTON,480122,BETHLEHEM CITY,486003,SAUCON VALLEY S D,1,,0.5,,0.5,,0,1,0,0,47,01/01/2008,5,,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,480703,NORTHAMPTON TAX COLLECTION DISTRICT
